76,2,1,1,1,4,10,2.351132,0.338923,0.916149,0.143918
77,2,1,2,1,5,2,2.345701,0.270240,0.916149,-0.003850
78,2,1,3,1,4,10,2.492449,0.338923,0.916149,0.143918
79,2,1,4,1,4,10,1.321382,0.338923,0.916149,0.143918
80,2,1,5,1,4,10,3.694728,0.338923,0.916149,0.143918
81,2,2,1,1,4,10,4.284022,0.338923,0.916149,0.143918
82,2,2,2,1,5,2,4.281383,0.270240,0.916149,-0.003850
83,2,2,3,1,6,2,1.409278,0.275129,0.916149,0.055928
84,2,2,4,1,4,10,4.436541,0.338923,0.916149,0.143918
85,2,2,5,1,3,3,2.400677,0.294556,0.916149,0.339947
86,2,3,1,1,3,4,2.356822,0.304407,0.916149,0.339947
87,2,3,2,1,5,2,2.341611,0.270240,0.916149,-0.003850
88,2,3,3,1,4,10,4.572269,0.338923,0.916149,0.143918
89,2,3,4,1,4,10,3.033376,0.338923,0.916149,0.143918
90,2,3,5,1,3,3,0.976407,0.294556,0.916149,0.339947
91,2,4,1,1,5,2,1.762706,0.270240,0.916149,-0.003850
92,2,4,2,1,3,3,0.885692,0.294556,0.916149,0.339947
93,2,4,3,1,6,2,1.471995,0.275129,0.916149,0.055928
94,2,4,4,1,2,3,2.139463,0.289981,0.916149,0.311445
95,2,4,5,1,3,3,2.804911,0.294556,0.916149,0.339947
96,2,5,1,1,5,2,1.549420,0.270240,0.916149,-0.003850
97,2,5,2,1,3,3,2.325194,0.294556,0.916149,0.339947
98,2,5,3,1,3,3,2.835261,0.294556,0.916149,0.339947
99,2,5,4,1,3,3,2.547927,0.294556,0.916149,0.339947
100,2,1,5,2,6,4,2.351595,0.302098,0.900045,0.537463
101,2,1,1,2,4,4,2.541423,0.300699,0.900045,0.599851
102,2,1,2,2,5,4,3.768300,0.301130,0.900045,0.586297
103,2,1,3,2,6,4,-0.000000,0.302098,0.900045,0.537463
104,2,1,4,2,3,4,2.900299,0.304407,0.900045,0.668020
105,2,2,5,2,6,3,4.008293,0.293788,0.900045,0.537463
106,2,2,1,2,4,3,2.891285,0.296382,0.900045,0.599851
107,2,2,2,2,5,4,3.251296,0.301130,0.900045,0.586297
108,2,2,3,2,5,4,3.183189,0.301130,0.900045,0.586297
109,2,2,4,2,7,3,3.477295,0.282748,0.900045,0.510559
110,2,3,5,2,4,4,3.185760,0.300699,0.900045,0.599851
111,2,3,1,2,5,5,2.304037,0.305980,0.900045,0.586297
112,2,3,2,2,6,3,3.538544,0.293788,0.900045,0.537463
113,2,3,3,2,5,3,2.316939,0.294656,0.900045,0.586297
114,2,3,4,2,7,4,-0.000000,0.296459,0.900045,0.510559
115,2,4,5,2,6,4,2.235146,0.302098,0.900045,0.537463
116,2,4,1,2,5,4,3.552869,0.301130,0.900045,0.586297
117,2,4,2,2,5,3,3.568326,0.294656,0.900045,0.586297
118,2,4,3,2,5,4,7.987329,0.301130,0.900045,0.586297
119,2,4,4,2,4,4,7.174576,0.300699,0.900045,0.599851
120,2,5,5,2,14,2,0.682085,0.277415,0.900045,0.584709
121,2,5,1,2,15,2,1.629492,0.283963,0.900045,0.573764
122,2,5,2,2,15,2,1.561703,0.283963,0.900045,0.573764
123,2,5,3,2,15,2,1.482217,0.283963,0.900045,0.573764
124,2,1,4,3,3,3,2.617693,0.294556,0.804274,0.310879
125,2,1,5,3,4,3,2.953372,0.296382,0.804274,0.314709
126,2,1,1,3,3,3,5.651615,0.294556,0.804274,0.310879
127,2,1,2,3,3,5,2.644848,0.298550,0.804274,0.310879
128,2,1,3,3,3,4,0.000000,0.304407,0.804274,0.310879
129,2,2,4,3,7,2,2.249918,0.277859,0.804274,0.457566
130,2,2,5,3,5,3,3.282610,0.294656,0.804274,0.473407
131,2,2,1,3,4,3,2.701955,0.296382,0.804274,0.314709
132,2,2,2,3,3,4,2.783372,0.304407,0.804274,0.310879
133,2,2,3,3,2,3,4.955723,0.289981,0.804274,0.326809
134,2,3,4,3,5,3,0.000000,0.294656,0.804274,0.473407
135,2,3,5,3,6,3,2.869259,0.293788,0.804274,0.569384
136,2,3,1,3,3,3,1.154000,0.294556,0.804274,0.310879
137,2,3,2,3,4,3,0.660552,0.296382,0.804274,0.314709
138,2,3,3,3,5,3,1.909641,0.294656,0.804274,0.473407
139,2,4,4,3,4,3,3.321105,0.296382,0.804274,0.314709
140,2,4,5,3,5,4,0.000000,0.301130,0.804274,0.473407
141,2,4,1,3,3,4,1.690379,0.304407,0.804274,0.310879
142,2,4,2,3,4,4,2.673547,0.300699,0.804274,0.314709
143,2,4,3,3,4,4,2.728092,0.300699,0.804274,0.314709
144,2,5,4,3,6,3,2.809078,0.293788,0.804274,0.569384
145,2,5,5,3,3,6,2.886071,0.299577,0.804274,0.310879
146,2,5,1,3,3,4,9.984162,0.304407,0.804274,0.310879
147,2,5,2,3,2,3,1.043375,0.289981,0.804274,0.326809
